,0
308,162704.7769302482
309,166222.47005118284
310,113181.81913246361
311,138630.99446080066
312,120858.03906257321
313,137078.81579707685
314,154352.1922575947
315,138755.216769287
316,102403.75200607702
317,158211.9355224212
318,121119.88738973398
319,162437.65648680832
320,121395.77596177984
321,58609.433846606145
322,138090.95757389892
323,102358.40516571625
324,133473.98160560633
325,143975.9179437577
326,162792.1838554379
327,34398.28556337807
328,109516.16554279254
329,54541.88756192973
330,180014.6357958254
331,154740.03491359443
332,124183.61624138636
333,178102.14221143894
334,131951.78116754774
335,138328.37351008767
336,121672.04393708975
337,116462.16427708213
338,109523.27707745148
339,112584.35685132639
340,102839.94311337729
341,126396.96762132375
342,152377.64227100133
343,140159.88011004013
344,147483.74708053962
345,144213.4435601179
346,174586.42981744136
347,140345.52415621048
348,127662.7619339754
349,144484.96699337062
350,57709.762902540795
351,109808.90499915117
352,123538.57991710799
353,84108.26778162693
354,39785.926846630144
355,107429.62244343429
356,125538.16171805197
357,170199.53638938646
358,144677.27650072242
359,59416.30391663246
360,117091.74991332884
361,154543.95903257484
362,36374.057392249495
363,144011.2934494699
364,142598.52967825966
365,101218.23447223507
366,91661.48856057365
367,143100.83538748507
368,150275.16162951675
369,151722.61853956094
370,155954.16587475978
371,106777.66683430262
372,147318.98766459228
373,111588.62807768297
374,111904.05592146252
375,125978.49016092368
376,90042.28179413716
377,101426.3957898313
378,82046.12531251312
379,136824.99790427482
380,124025.81623876786
381,96498.32245685591
382,121452.83864577499
383,128630.21922500126
384,143655.74795101356
385,142675.4112076428
386,184812.40622111317
387,12578.718894266494
388,127230.9058717805
389,117527.28270551297
390,152246.849167973
391,122613.34179788847
392,116334.14375091235
393,166231.41112255928
394,148628.68481361397
395,236582.94727554225
396,153472.68349919643
397,143162.0591935024
398,119742.34927341391
399,160752.812094605
400,118721.9966154491
401,280897.59814499156
402,270568.74169334455
403,270578.26335277123
404,326582.64468268177
405,294463.1684209417
406,219167.32387540862
407,268098.32712831884
408,214926.53436811615
409,225173.37904674653
410,225326.23628337588
411,177124.66488141625
412,252090.45167808194
413,154625.9968911921
414,198302.48011717622
415,198344.98527609024
416,217853.87932631685
417,204883.26268511463
418,127586.79937540373
419,145032.76037601457
420,244219.05915325414
421,237973.1754610589
422,191989.97382168894
423,210070.67111955688
424,234888.99151454092
425,262935.5054636359
426,226481.71660677498
427,265117.7631051237
428,176974.3391599302
429,99535.81250540285
430,111868.99478134354
431,88546.65692926198
432,123751.03251102054
433,111486.32551265607
434,138420.17525108973
435,130248.55359461659
436,128156.93016889185
437,108324.36219121114
438,178533.09985938016
439,161435.04154326534
440,194074.8595023659
441,170352.5281547493
442,249975.7739893044
443,142742.67735623574
444,196120.8049997404
445,135748.6246744219
446,216520.87522479187
447,118932.37639765609
448,139310.68505897897
449,124700.7482733454
450,216358.89958730654
451,293641.3124156165
452,151671.49719433754
453,58609.409764251934
454,301265.15328277345
455,4004.3195617641613
456,239322.86690890492
457,141998.1488380594
458,172146.11813941767
459,147648.0955063762
460,348186.3223298626
461,309329.1142281244
462,257884.1742454268
463,226755.38179404504
464,235091.41098527855
465,353310.7128941353
466,133105.91273458756
467,155440.02417267885
468,111261.38650679453
469,120435.03015303012
470,129117.86402343014
471,125534.4755236193
472,165717.6558017743
473,176493.6219815172
474,170131.49841028792
475,176605.99511716922
476,169589.6253263775
477,176980.10654829704
478,243215.43249069725
479,222535.11868098847
480,167710.68561873725
481,194974.25062903005
482,234457.2970088909
483,325577.5701100756
484,372973.8437311088
485,138589.73785597054
486,322431.0196675129
487,174553.4618768297
488,253147.33776150603
489,193505.33669948822
490,274357.5245456454
491,242921.69215919301
492,188030.1529419005
493,187534.14610994828
494,143042.14651352985
495,318236.4580782714
496,161929.77212186414
497,285112.52775336476
498,133574.61933939904
499,87876.52157266348
500,117456.32193836056
501,90146.3662620644
502,101603.87405718454
503,87045.90703421518
504,126639.0967206292
505,129358.34436132676
506,312112.2212922659
507,371540.5094355177
508,356318.5234506268
509,371741.7507272161
510,419902.21554602566
511,346443.2463175965
512,305086.0430034188
513,328213.0346515468
514,436783.1075386923
515,293049.43555280345
516,335519.43380310433
517,315279.593904912
518,329345.9352582275
519,214752.23988177942
520,340621.7424663325
521,245154.58081048296
522,228142.4178604129
523,218432.74985021865
524,222730.83117913315
525,233426.96366709354
526,203538.0300533845
527,182484.4274199858
528,202403.92268088122
529,218948.53641672072
530,258884.22592049252
531,211588.86878430948
532,185803.62723755607
533,236261.23703880885
534,178958.1065552537
535,290597.229898489
536,320693.91533152544
537,314635.2924708732
538,315083.4536512781
539,329436.4675382598
540,332036.4825372697
541,243418.7128974502
542,240977.0220455604
543,290758.01539521315
544,221414.1109601063
545,229015.9029844781
546,240146.85553316644
547,237114.80316720268
548,198610.62921937546
549,200678.31604136463
550,136733.22090433125
551,176018.0093740489
552,179173.68743193726
553,190781.25228472525
554,206394.58160923625
555,194637.5911233768
556,205682.97822181127
557,109887.25058698641
558,125060.97286365625
559,79979.32448706735
560,95676.36648849017
561,195987.05910612646
562,129207.7875900599
563,324553.5780820396
564,355890.33047732245
565,171268.47681704338
566,158936.65581373736
567,167509.19529977156
568,167135.2372418531
569,258045.79885493545
570,227343.90274972672
571,237913.81353027956
572,249204.50099347162
573,193075.87742867644
574,213275.0267983518
575,212443.12129466425
576,211761.54623556373
577,300844.03974281345
578,225707.71302539404
579,315363.10986481665
580,304853.29571831436
581,210202.98629296006
582,174036.10676660627
583,187961.65623080026
584,223565.10235287392
585,138850.64783354974
586,127651.35878608996
587,144737.02902103803
588,124233.97529726489
589,176970.4085117158
590,112657.66718688453
591,125525.23838353492
592,144872.51356815523
593,63881.22549984281
594,156945.44745807926
595,152111.6167548967
596,105155.87373365702
597,207982.78618429543
598,133099.27146444804
599,186385.64776355014
600,177255.24164271503
601,119598.98169685468
602,116902.25042756536
603,127706.28916612259
604,125942.70501887394
605,166856.26638698814
606,99370.82764803572
607,135242.53836644348
608,79883.745973533
609,119228.19198411556
610,80851.1662973559
611,149708.1799955187
612,125749.34261251475
613,170409.98059059703
614,128911.7111451369
615,122281.92345559387
616,146460.38073661804
617,112432.32614763305
618,131736.8905831863
619,116450.93181337806
620,126010.14773186912
621,105350.10962626446
622,146286.21282580122
623,99342.28435414884
624,109175.47167326078
625,105222.02712422781
626,114989.1690532179
627,103267.8618632953
628,67811.71258694472
629,142001.91434539002
630,84417.97116751279
631,141165.50560623003
632,157239.09134431597
633,131602.48106230528
634,142234.3154458479
635,92797.63384368927
636,105593.42352221099
637,149894.1499105354
638,42638.84848767088
639,35199.40589381594
640,112410.89444638461
641,132510.39429338783
642,105482.58365115721
643,141726.3052801803
644,144729.98488106296
645,29974.6923275257
646,198862.23867385573
647,107672.2898477003
648,91770.97315650883
649,119706.2715950501
650,163687.4293422087
651,134449.333007581
652,118607.74337218954
653,114254.44344430776
654,163647.5792772494
655,124269.4699533204
656,142409.46413136946
657,122153.42984802194
658,108468.773176897
659,109342.39560609563
660,85298.90973466415
661,107124.53543082756
662,84172.91349316399
663,170266.213778404
664,120919.81043113236
665,153254.84591204158
666,172716.52333604862
667,155472.03249716116
668,80463.82552614667
669,115864.77188339982
670,125531.65631915272
671,122265.59365510012
672,116504.07423631212
673,124077.07284232658
674,92237.7380899113
675,39519.32269736877
676,103125.57303484314
677,131799.7786533959
678,133132.31622542575
679,139571.97847592182
680,157254.68849610316
681,104091.78870835116
682,138032.50198595854
683,107396.36289470577
684,133613.39544418265
685,176555.2479425997
686,157675.69335712274
687,154766.6369923479
688,144323.55808550247
689,227454.61011942953
690,128658.90225407941
691,154925.2396883059
692,199207.9166162474
693,98834.17227527077
694,137516.25899275823
695,267837.09046366793
696,238335.62212938996
697,240715.17280404357
698,221661.0072865204
699,203233.4273072494
700,228505.42027379657
701,340546.98690352176
702,337374.8832778953
703,226032.2535153258
704,220182.03257691412
705,162087.49024297562
706,211161.50026050076
707,202122.81175226427
708,196239.0286603022
709,220927.06587530157
710,160905.83890335236
711,133898.87991496705
712,185753.9393060218
713,227332.1757008541
714,281695.22686553677
715,280275.6517524943
716,242387.55676668906
717,216216.95464826247
718,152974.22269932303
719,231149.40466714714
720,191318.6833528752
721,214315.07910750265
722,186653.08042956667
723,125672.40034698538
724,113732.44814284683
725,153746.71754627986
726,155180.60907645748
727,149289.73731975092
728,296000.20271341526
729,66905.27958693675
730,67694.35316153869
731,70688.82884570777
732,120843.67878205045
733,93293.63706684197
734,86628.06130016837
735,74373.02670428123
736,118612.47599006664
737,167112.68786457778
738,205720.50660998074
739,157686.7312823316
740,166224.28934704047
741,225057.43180806225
742,164172.12804662797
743,185839.30905881556
744,139023.92528054072
745,163521.6193786451
746,222459.81747333147
747,259208.85598733218
748,222410.19725471502
749,130621.8459119311
750,118215.24634301753
751,109350.62983705319
752,94578.39364405883
753,125137.94520872658
754,85565.33089375799
755,140057.21923748095
756,39333.26065694832
757,86362.99328471228
758,78954.4946145416
759,12961.465006449405
760,300626.9953098783
761,265321.3997136386
762,234133.9420476762
763,206665.3577505204
764,128398.18296593813
765,180781.84677489533
766,223021.27848986376
767,274357.9910995362
768,276014.2080614888
769,160597.60931042652
770,241327.38976151295
771,193948.7736171061
772,211852.86606124626
773,254108.87869996115
774,236406.43367522617
775,269412.40155355306
776,282908.21223710687
777,202551.28564220062
778,95275.85301736547
779,146577.5699748482
780,139499.5369386752
781,100236.12262396539
782,104299.33602302402
783,90804.77823610968
784,85526.838573491
785,152060.70796641358
786,108666.57133321947
787,125330.91610580093
788,116163.36861819375
789,123463.40934196174
790,115277.3963270051
791,174555.75736436882
792,168246.8294051088
793,189520.3090083636
794,196295.81751524046
795,185628.714968111
796,200072.6484952636
797,163641.21536201518
798,182928.84054013298
799,144158.06414227004
800,208742.99204649965
801,243223.45508715755
802,348535.654219917
803,413564.7965759472
804,161614.8680532278
805,283752.0356912454
806,346020.14546066814
807,413878.1070632947
808,158352.4145055159
809,199940.99193344236
810,223131.40268495193
811,258398.53373790035
812,174069.80837994945
813,182004.07335533467
814,175850.42554385687
815,208261.7560706737
816,204720.69223695094
817,144076.5186739685
818,120635.80635842416
819,104682.86414025741
820,145340.91594338208
821,161127.86505234186
822,97954.5067562206
823,111242.19507196499
824,134184.47372647515
825,122770.05365492721
826,363503.62496769184
827,286842.82496799727
828,341982.52712294844
829,400490.0984100086
830,355968.061527131
831,387304.5692457075
832,412896.34236654965
833,350614.1548857363
834,424302.0877612929
835,289133.8415637951
836,350129.4226921985
837,327102.8196729736
838,341525.53653336456
839,319293.69480261067
840,329477.47475617984
841,272505.93141363363
842,268351.61801793927
843,278864.9556996318
844,247449.70625929715
845,231426.49281899875
846,225469.40709592545
847,249200.99866615247
848,297741.3271378578
849,244217.47181155696
850,242368.21889864866
851,199217.13812784207
852,182005.17727665105
853,194383.34617567694
854,202153.73285437515
855,225367.92695779435
856,190101.82155994378
857,190672.89117943947
858,205814.4872722811
859,203937.89821889755
860,240518.885577828
861,210270.36324439652
862,184526.1860091332
863,200232.65734940287
864,219593.76513576592
865,187047.9810581076
866,211450.93632053435
867,226888.0435815834
868,185957.50632694067
869,181698.50933409613
870,338024.6741762755
871,356105.19534782367
872,338427.63060055446
873,290044.5123402554
874,300368.779307732
875,322559.48575957306
876,205836.62726997468
877,265928.11842840665
878,226416.31753490603
879,356961.92894875875
880,219773.55051249507
881,236920.55207992904
882,233556.73477442615
883,234091.97330858276
884,231470.9238665486
885,220887.7413314195
886,212682.55864403216
887,249980.9335036445
888,205149.7528425272
889,296842.1875695252
890,272426.791144485
891,238767.04863446602
892,241996.57688632526
893,143485.43732226852
894,147755.34955830866
895,157649.87143279484
896,190583.98358349202
897,198679.28827521057
898,129196.27466469882
899,111040.17322463551
900,138985.92042221318
901,269465.08231032063
902,131580.89529250184
903,179016.2103178407
904,213687.8936867158
905,204666.92852244547
906,224659.70798738947
907,219666.431338575
908,212434.57109611586
909,167560.851788986
910,168129.92183761933
911,187291.0582382416
912,280191.873296547
913,288162.29331589077
914,232505.7435784384
915,307928.01402098517
916,325301.4122250343
917,161340.03017248164
918,235143.82346417342
919,168361.11142340183
920,180735.3675880733
921,233745.40581982187
922,206085.76087784127
923,247267.89858758257
924,183080.76803444093
925,141106.810401128
926,130664.43748473647
927,111995.82582210381
928,132873.52681176795
929,163566.49464875634
930,147049.00726317472
931,114357.79304862094
932,173452.6367449032
933,122270.69257676225
934,194476.08695738658
935,139204.8299272537
936,213851.5128979579
937,130135.48815571706
938,51226.607637528476
939,41049.09677667465
940,104422.39614053266
941,146879.15767472688
942,131137.97220731457
943,140885.16145607736
944,156226.82230989545
945,144009.5112251652
946,117439.45318788511
947,154507.11579927395
948,118442.59571150149
949,174479.11005890655
950,111883.58053919916
951,146525.0211497864
952,124336.46697130686
953,158311.16684551665
954,125360.43102173651
955,137319.53412476636
956,136963.04631106026
957,135194.30932583587
958,114205.29172753512
959,123759.31302761473
960,139136.2136029348
961,88604.73535834716
962,118426.45990276185
963,147208.48468809653
964,213553.66008923124
965,139893.7037457156
966,124388.35921352333
967,173525.23733244336
968,101375.7297604822
969,126570.13015991157
970,95026.56633263442
971,143580.1846602672
972,150887.57191769325
973,137779.38014309754
974,156448.71867803065
975,96535.52639877914
976,109675.40380418826
977,110779.70337594401
978,97030.57775740545
979,133702.65342520672
980,100350.83456718185
981,96806.52675977969
982,134829.9195564866
983,145336.78110302903
984,94606.78840181591
985,128617.6168304284
986,208533.78926477896
987,141561.01573303927
988,121960.0635371451
989,161742.02794942673
990,127844.93875183437
991,214371.6291660403
992,87974.85302822248
993,111249.37492105784
994,119638.84640713679
995,156277.5502529306
996,127352.94216631468
997,122314.99958172877
998,108096.54782104601
999,155038.690717085
1000,131367.4022526981
1001,129827.40538487195
1002,144287.7239819046
1003,172014.77964973284
1004,147024.7463049234
1005,107676.12393416083
1006,146078.04767098854
1007,94283.98306563549
1008,90852.56608550409
1009,181546.41489571327
1010,212933.61583803454
1011,175526.23802963184
1012,100526.39827392918
1013,62360.74090211731
1014,210151.4843241942
1015,110381.98516020976
1016,103338.21391368148
1017,136498.82828255108
1018,91303.57035815628
1019,135791.9701750012
1020,109814.33828205604
1021,105692.58264393367
1022,92832.57934223252
1023,117773.58396204171
1024,124975.82861789003
1025,139227.7880043743
1026,183224.01460425847
1027,174674.9370910262
1028,156040.49537733378
1029,124792.01175390786
1030,86260.27281129894
1031,203944.0448469876
1032,152783.2432369875
1033,140995.29352887918
1034,81603.92391421019
1035,240028.71961178217
1036,166613.19950115262
1037,111716.05964540142
1038,81295.38761884376
1039,99334.74715571261
1040,133023.68320896899
1041,147095.41517489267
1042,98610.96369478959
1043,167106.21287615434
1044,234286.93179042975
1045,251086.66226213248
1046,280372.86338433233
1047,249217.57557588705
1048,211284.50506926837
1049,215178.13746345404
1050,185759.6000726178
1051,204575.21989492644
1052,230312.3654489212
1053,355157.0690922906
1054,147995.25664949452
1055,179521.50085284116
1056,144361.72270070802
1057,153085.73217595855
1058,229480.18471423144
1059,221540.28848195038
1060,196908.87142038767
1061,232415.7520620494
1062,114044.95082153605
1063,134803.01280792797
1064,142465.63560617316
1065,145561.26700817284
1066,127157.68906241488
1067,144427.71295286593
1068,158838.08993327554
1069,140072.15478416148
1070,253599.32353103437
1071,229071.59037253258
1072,208095.53407474904
1073,232033.11278077753
1074,274816.7516162137
1075,231354.44345527582
1076,241420.52070425247
1077,203799.01291183408
1078,197439.61384202616
1079,199009.65887217104
1080,193218.66470627568
1081,164641.3876581672
1082,120181.8099760045
1083,105889.7257944082
1084,151879.19878731738
1085,123848.38115199492
1086,142696.71089968513
1087,167593.12827155238
1088,135663.74379147188
1089,559785.3060269759
1090,122014.30871007507
1091,107566.58482478367
1092,52082.33612139744
1093,90056.71829621273
1094,112566.4953120626
1095,81707.25929112812
1096,110157.74019019447
1097,184302.3676574836
1098,149079.86349136825
1099,183921.0651540105
1100,157369.97454054715
1101,168599.0332176253
1102,155613.38079178098
1103,220203.07229063567
1104,165493.0696775534
1105,166884.5391653203
1106,142407.46861408587
1107,206024.22282423088
1108,221524.78904765664
1109,119927.81853471769
1110,169033.5366522193
1111,135803.42337849774
1112,200387.5092939166
1113,288284.8199398742
1114,139303.0277694129
1115,117334.4775129763
1116,148471.08769670394
1117,76244.64417232118
1118,19036.957128356473
1119,90758.65410910903
1120,112061.6766012684
1121,140838.47634369356
1122,278479.80709529016
1123,178965.4032625103
1124,179620.6051512292
1125,224483.59564633222
1126,199902.45202786633
1127,136744.77051424014
1128,152603.29440526612
1129,225395.27687637956
1130,260236.11879004282
1131,252673.66309825538
1132,289371.6111649467
1133,216051.47461536914
1134,218502.03397957142
1135,294666.41229042545
1136,190952.71999160762
1137,278450.1419407488
1138,349776.6691257311
1139,160783.83058854815
1140,137851.44349848796
1141,60208.45627860262
1142,74844.65468660257
1143,57298.361230369104
1144,53561.16549885392
1145,146175.95597311162
1146,215325.39262389275
1147,212470.0888586429
1148,168746.77071067612
1149,102429.42302347682
1150,132370.15703798755
1151,151722.60056137588
1152,125889.5260629873
1153,111754.492089343
1154,166522.23265169776
1155,176705.9919130416
1156,178025.78128862858
1157,208295.6794890079
1158,193053.12247758446
1159,188700.07734733375
1160,167946.35945571127
1161,180045.23734654108
1162,248151.57173480492
1163,304473.0916161926
1164,275450.1840183522
1165,172755.95270230094
1166,183715.4659990087
1167,428543.0301707658
1168,443365.70679075096
1169,370514.0753232478
1170,427398.7152983309
1171,390273.78339168266
1172,294852.2538980953
1173,384073.8789738452
1174,167876.37044935982
1175,204041.31062904536
1176,187179.63919788442
1177,279951.8279950933
1178,203376.9680318425
1179,163259.78495751345
1180,93335.97364317274
1181,163035.87548289553
1182,82840.16339361819
1183,105071.83147918677
1184,95625.92854668095
1185,80209.65823930396
1186,96650.08554113944
1187,134727.57613865013
1188,151732.71231465362
1189,135280.347385459
1190,129419.8452333396
1191,385116.8313542522
1192,265629.8868732723
1193,280779.680736546
1194,379122.95955505467
1195,343688.0068658588
1196,351650.65276504366
1197,319945.8250602103
1198,317484.44295273605
1199,353962.28539088636
1200,342928.76778954396
1201,344767.77786893037
1202,302043.26296011696
1203,294546.26727105957
1204,347013.84788985323
1205,303354.40522599086
1206,204179.24533911567
1207,208432.50379061073
1208,195136.9730019963
1209,278722.04735635815
1210,208640.49904381303
1211,210025.8008930391
1212,205285.10290558988
1213,221726.40710994822
1214,183423.21865426505
1215,196264.7033893718
1216,199052.6849382543
1217,270840.02507300884
1218,299516.63611236773
1219,304363.54969806306
1220,376064.9714793068
1221,337790.0417778489
1222,444546.6576112427
1223,321654.69827291276
1224,340489.9971780938
1225,262766.17174929497
1226,296511.70588420174
1227,230638.8937245652
1228,219567.25814147564
1229,356947.1852325008
1230,197730.38040239492
1231,132812.807183902
1232,206713.28845769307
1233,147655.54199492667
1234,201741.63471473742
1235,190563.92320980568
1236,174864.86737511822
1237,216114.38158261636
1238,174383.01204039686
1239,150225.3727293753
1240,146260.04187774227
1241,107539.24167600469
1242,141449.63631570694
1243,135426.44069484252
1244,110455.69929730704
1245,83201.51239872238
1246,112466.80393567446
1247,122732.01225311136
1248,98956.52089216973
1249,115676.80793308277
1250,304457.36516417173
1251,366362.01446082286
1252,170317.69775697842
1253,159112.2264191846
1254,163443.4076547122
1255,148540.27475780225
1256,202576.15601006823
1257,216469.64959424414
1258,148470.7916586726
1259,208690.75944300796
1260,121196.4209866653
1261,159127.5763876901
1262,152576.6745770839
1263,104697.99453025691
1264,126909.16815801735
1265,124359.93621071795
1266,173333.7079846325
1267,194367.81744710996
1268,136203.3911001861
1269,148077.1800575766
1270,137535.55605120276
1271,131835.7174337787
1272,154702.43791385723
1273,141425.51740938227
1274,137519.80666412925
1275,131682.75633597508
1276,110610.72615342704
1277,120428.80039199305
1278,147816.88585689693
1279,135286.18077627989
1280,125402.42059684088
1281,149484.73618069864
1282,158819.45013363427
1283,153567.79144609056
1284,159870.52248502284
1285,120197.35854050149
1286,172182.97232637505
1287,109047.39434606893
1288,140145.4649007217
1289,113793.39411388908
1290,132810.25027039062
1291,230998.16480440387
1292,143605.0886698215
1293,219837.52925989867
1294,140023.72099124826
1295,85260.46897895153
1296,66140.17898409587
1297,82982.09925859814
1298,161377.4983638599
1299,128775.4727132031
1300,132006.1454716234
1301,130640.21267950794
1302,203195.72308803393
1303,195828.58313822234
1304,266596.1938659317
1305,124683.90893471213
1306,78472.35253351317
1307,112474.59480215247
1308,130091.83911801873
1309,145971.12757573108
1310,94275.78258515101
1311,88463.5889471273
1312,174320.33164330042
1313,145069.34546120727
1314,131478.3432756716
1315,163825.67400493546
1316,152802.84584574358
1317,140540.31146603776
1318,125804.37856604034
1319,103086.9421612377
1320,96837.68456267311
1321,81021.28834913037
1322,101386.14305826345
1323,109946.10150554872
1324,147860.66621196424
1325,57425.81768835659
1326,126974.30208620844
1327,59759.128752645775
1328,176677.4440390171
1329,106453.65410836645
1330,108986.18640845921
1331,41368.26379572466
1332,144392.2121829177
1333,99017.41220566975
1334,130869.68588163979
1335,81252.4038023357
1336,195470.61913945377
1337,121403.23526642782
1338,102444.94161595608
1339,68046.27807094905
1340,112009.4316862794
1341,130815.30656305315
1342,139027.2179125364
1343,135303.0809016435
1344,111578.11302946696
1345,77730.30182312311
1346,149775.7085746398
1347,146900.8590266541
1348,112563.19673059082
1349,124624.59072462752
1350,157500.9992788587
1351,157873.02001929432
1352,135363.88324944326
1353,139885.29015618467
1354,92571.16524052358
1355,241917.34740637962
1356,178332.36740295857
1357,107644.31659952842
1358,229557.11983367067
1359,134924.54675088925
1360,120461.16122097176
1361,193958.65291662936
1362,291999.6452669637
1363,147912.37176191123
1364,154374.51635155396
